내용
[판매] [포커스클릭] 광고 등록을 완료했습니다. 언제부터 노출되는 건가요?
[판매] [포커스클릭] 키워드 등록 방식을 자동에서 직접으로 또는 직접에서 자동으로 전환이 가능한가요?  
[판매] [포커스클릭] 키워드 등록 방식 [자동] 설정 시 노출되는 키워드 선정 기준은 무엇인가요?
"[판매] [포커스클릭] 키워드 상태가 ""운영중"" 입니다. 노출 가능한 상태인가요?"
[판매] [포커스클릭] 전략 설정을 변경하였습니다. 반영되는데 시간이 얼마나 소요되나요?
[판매] [포커스클릭] 제외키워드 등록은 어디에서 하나요?
[판매] [포커스클릭] 상품에 키워드를 등록하려는데 등록이 되지 않습니다. 
[판매] [포커스클릭] 상품당 키워드는 몇개까지 등록 가능한가요?
[판매] [포커스클릭] 등록 가능한 광고(캠페인/그룹/상품)의 개수 제한이 있나요? 
[판매] [포커스클릭] 일 예산 설정이 가능한가요?
[판매] [포커스클릭] 그룹 내에 추가로 상품을 등록 하고 싶습니다
[판매] [포커스클릭] 캠페인 내에 추가로 그룹 등록을 하고 싶습니다
[판매] [포커스클릭] 캠페인명 중복 등록이 가능한가요?
[판매] [포커스클릭]상품명 혹은 상품번호 검색시 상품이 조회되지 않습니다. 
[판매] [포커스클릭] 등록한 캠페인/그룹/상품은 어디서 확인 가능 한가요?
[판매] [포커스클릭] 포커스클릭 광고를 하고 싶습니다. 광고 등록 절차를 알려주세요
[판매] [전시입찰광고] 대량입찰이란 무엇인가요?
[판매] [전시입찰광고] 파워상품 입찰시 입찰할 수 없는 키워드라고 경고창이 뜹니다.
[판매] [전시입찰광고] 키워드를 입력하였더니 동의어라고 나옵니다. 동의어란 무엇인가요?
[판매] [전시입찰광고] 원하는 키워드가 입찰이 되지 않습니다.
[판매] [전시입찰광고] 광고 낙찰 후 변경이 가능한가요?
[판매] [전시입찰광고] 광고관리에서 입찰율이 뭔가요?
[판매] [전시입찰광고] 전시입찰광고를 낙찰 받았는데 결제내역은 어디서 보나요?
[판매] [전시입찰광고] 광고관리에서 입찰현황 일괄조회는 무엇인가요?
[판매] [전시입찰광고] 광고 낙찰/선정 후 취소는 가능한가요?
[판매] [전시입찰광고] 광고 입찰 취소는 가능한가요?
[판매] [전시입찰광고] 광고진행중인 상품을 수정할 수 있나요?
[판매] [전시입찰광고] 광고 입찰/낙찰내역은 어디서 확인하나요?
[판매] [전시입찰광고] 광고신청은 어디서 하나요?
[판매] [전시입찰광고] 카테고리광고를 신청하려는데 상품이 보이지 않는데 왜 그런가요?
[판매] [전시입찰광고] 광고상품별 입찰 마감시간/전시기간은 어떻게 되나요?
[판매] [전시입찰광고] 검색키워드광고 낙찰 후 키워드 변경은 가능한가요?
[판매] [리스팅광고] 리스팅 광고 설정 메뉴에서 사용가능 쿠폰조회(적용) 후 쿠폰 기간이외에 추가로 기간연장을 할 수 있나요?
[판매] [리스팅광고] 리스팅광고 아이템과 리스팅광고 쿠폰의 차이점은 무엇인가요?
[판매] [리스팅광고] 지금 리스팅광고 구매했는데 언제부터 적용 되나요?
[판매] [리스팅광고] 리스팅광고 쿠폰 구매하고자 하는데 전 1장만 구매하고 싶은데 계속 자동으로 장수가 설정 되요.
[판매] [전시입찰광고] 즉시할인구매란 무엇인가요?
[판매] [리스팅광고] 종료예정인 리스팅광고 상품내역을 확인하고 싶은데 어디서 확인할 수 있나요?
[판매] [리스팅광고] 리스팅아이템을 자동으로 연장할 수 있나요?
[판매] [리스팅광고] 리스팅아이템(플러스/플러스UP)은 무엇인가요?
[판매] [리스팅광고] 조금 더 저렴하게 리스팅광고를 구입할 수 있는 방법이 있을까요?
[판매] [리스팅광고] 쿠폰 기간을 내가 직접 설정할수 있나요? 
[판매] [포커스클릭] 키워드 입찰가 수정 기능에 예상 클릭당 비용과 월 비용이 확인되지 않습니다. 왜 그런가요?
[판매] [포커스클릭] 입찰가와 실제 과금되는 금액이 다른가요?
[판매] [포커스클릭] 추천입찰가는 어떤 기준으로 선정되나요?
"[판매] [포커스클릭] 상품 입찰가 수정 시 [어제 기준, 최고/평균/최저 입찰가] 금액이 “-”로 표기됩니다."
"[판매] [포커스클릭] 포커스클릭에 상품을 노출시키고 싶은데, 입찰가를 어느 정도로 설정해야 하는지 모르겠습니다. 확인할 수 있는 방법이 있나요?"
[판매] [포커스클릭] 여러 상품/키워드의 입찰가를 일괄적으로 변경가능한가요?
[판매] [포커스클릭] 최저 입찰가는 얼마인가요?
"[판매] [포커스클릭] 검색결과 영역에 입찰 중인 경우, 그룹/상품/키워드에 각각 입찰가를 설정하면 입찰에 참여하는 입찰가는 무엇인가요? "
[판매] [포커스클릭] 그룹/상품/키워드에 각각 입찰가를 설정하면 입찰에 참여하는 단위는 무엇인가요?
[판매] [포커스클릭] 입찰가를 수정하고 싶습니다. 바로 반영이 되나요?
[판매] [전시입찰광고] 최소입찰가 자동입찰이 무엇인가요?
[판매] [전시입찰광고] 1순위 자동 입찰이 무엇인가요?
[판매] [전시입찰광고] 입찰 정보는 어디서 수정 할 수 있나요?
[판매] [전시입찰광고] 입찰 시 나의 입찰순위를 확인할 수 있나요?
[판매] [전시입찰광고] 입찰 시 다른 판매자가 신청한 입찰 금액을 확인할 수 있나요?
"[판매] [포커스클릭] 품질지수가 ""-""로 표기됩니다. 왜 그런가요?"
[판매] [포커스클릭] 원하는 순위에서 광고를 노출시키고 싶습니다. 어떻게 해야 하나요?
[판매] [포커스클릭] 입찰가 별 예상 노출 순위를 알 수 있나요?
[판매] [리스팅광고] 특정 키워드로 리스팅 광고 노출이 되지 않습니다. 왜 그런가요?
[판매] [포커스클릭] 디스플레이 광고 영역에서 노출되려면 어떻게 해야하나요?
[판매] [포커스클릭] 디스플레이 광고 영역에서 광고 노출 기준은 무엇인가요?
[판매] [포커스클릭] 포커스클릭 광고의 순위가 낮아 노출되지 않을 경우엔 광고 관리를 어떻게 해야 하나요?
[판매] [포커스클릭] 포커스클릭 광고가 노출이 중단되었습니다. 왜 그런거죠?
[판매] [포커스클릭] 포커스클릭 광고 일 예산이 모두 소진되면 광고 노출이 중단되나요?
[판매] [포커스클릭] 포커스클릭 광고의 품질지수에 대해 설명 부탁드립니다.
[판매] [포커스클릭] 포커스클릭 광고 노출순위는 어떻게 확인하나요?
[판매] [포커스클릭] 포커스클릭 광고 노출(입찰)순위는 어떻게 결정되나요?
[판매] [포커스클릭] 포커스클릭 광고 노출매체 중 11번가 파트너는 무엇을 말하나요?
[판매] [포커스클릭] 유저 개인화 지면은 어디를 말하는 것인가요?
[판매] [포커스클릭] 포커스클릭 광고를 각 노출영역별로 개별 설정 가능한가요?
[판매] [포커스클릭] 포커스클릭 대체노출은 무엇인가요?
[판매] [포커스클릭] 포커스클릭 광고가 노출되는 영역은 어디인가요?
[판매] [전시입찰광고] 낙찰을 받은 키워드가 노출되지 않습니다.
[판매] [전시입찰광고] 낙찰되었는데 광고가 나오지 않는데 왜 그런가요?
"[판매] [전시입찰광고] 대분류 카테고리광고 상품에 낙찰 받았는데, 중분류, 소분류에도 함께 전시되나요?"
[판매] [전시입찰광고] 낙찰받은 상품의 노출 순서는 어떻게 정해지나요?
[판매] [포커스클릭] 보고서에서 제공되는 전환수 기준이 무엇인가요?
[판매] [포커스클릭] 대량 업로드 파일의 기본 제공 템플릿을 수정하여 사용할 수 있나요?
[판매] [포커스클릭] 업로드 파일 작성 시 작업 구분과 대상은 어떻게 사용하나요?  
[판매] [포커스클릭] 통합 업로드 템플릿과 유형별 템플릿은 무엇인가요?
[판매] [포커스클릭] 대량 업로드/다운로드 소요 시간은 어떻게 확인할 수 있나요?
[판매] [포커스클릭] 대량 업로드 요청 후 작업 결과를 어떻게 확인할 수 있나요?
[판매] [포커스클릭] 대량 업로드 요청 시 필수 입력 컬럼이란 무엇인가요?
[판매] [포커스클릭] 대량 업로드/다운로드 이력이 사라졌습니다. 왜 그런건가요?
[판매] [포커스클릭] 대량 업로드 파일 형식에 제한이 있나요?
[판매] [포커스클릭] 대량 다운로드로 그룹/상품/키워드별 선택 다운로드가 가능한가요?
[판매] [포커스클릭] 대량 업로드/다운로드 실행 중 취소가 가능한가요?
[판매] [포커스클릭] 애드오피스의 대량 관리 메뉴는 무엇인가요?
[판매] [포커스클릭] 다운로드 보고서 생성 시 팝업이 발생하며 보고서 생성이 불가합니다. 왜 그런걸까요?
[판매] [포커스클릭] 다운로드 보고서의 조회 기간 설정에 제한이 있나요?
[판매] [포커스클릭] 다운로드 보고서에서 생성한 보고서가 삭제되었습니다. 왜 그런걸까요?
[판매] [포커스클릭] 다운로드 보고서란 무엇인가요?
[판매] [포커스클릭] 오늘자 광고 성과도 조회 가능한가요?
[판매] [포커스클릭] 직접등록한 키워드인데 보고서에서 검색되지 않습니다.
"[판매] [포커스클릭] 보고서를 조회했는데, ""-""라고만 뜹니다. 이유가 무엇입니까?"
[판매] [포커스클릭] 광고의 성과가 있었는지 알고 싶습니다. 그래프로 확인 가능한가요?
[판매] [포커스클릭] 1년 전 포커스클릭 보고서를 보고 싶습니다. 보고서를 최대로 조회할 수 있는 기간이 얼마나 되나요?
[판매] [포커스클릭] 노출 영역별로 보고서를 확인할 수 있나요?
[판매] [포커스클릭] 키워드 보고서는 몇 개의 키워드까지 한번에 볼 수 있나요?
[판매] [포커스클릭] 키워드로만 보고서 조회가 가능한가요?
[판매] [포커스클릭] 지난 주에 집행한 포커스클릭 성과를 보고 싶습니다. 기간별로 보고서 확인이 가능한가요?
[판매] [포커스클릭] 몇 가지 상품만 개별적으로 보고서를 보고 싶습니다. 어디서 볼 수 있나요?
"[판매] [포커스클릭] 보고서를 파일로 저장하고 싶은데, 가능한가요?"
[판매] [포커스클릭] 광고의 성과를 보려면 어떤 항목을 봐야하나요?
[판매] [포커스클릭] 전환당 비용은 어떻게 계산되나요?
[판매] [포커스클릭] 광고수익률은 무엇을 의미하는 건가요?
[판매] [전시입찰광고] 진행중인 광고의 노출수를 확인할 수 있나요?
[판매] [포커스클릭] 관리자정지된 키워드가 다시 운영중으로 변경되었습니다. 어떤 경우인가요?
[판매] [포커스클릭] 광고 운영중에 키워드가 관리자정지 상태가 되었습니다. 왜 그런가요?
[판매] [포커스클릭] 운영중인 키워드가 등록불가로 상태가 변경되었습니다. 왜 그런가요?
[판매] [포커스클릭] 재심사 요청 후 프로세스는 어떻게 되나요?
[판매] [포커스클릭] 키워드별로 심사 가이드가 다른가요?
[판매] [포커스클릭] 광고 상품의 전속모델인 유명인의 이름을 키워드로 사용할 수 있나요?
[판매] [포커스클릭] 상품과 관련성이 높은 키워드의 기준이 무엇인가요? 
"[판매] [포커스클릭] '운영중', '심사중', '등록불가'등 각 키워드 상태는 무엇을 의미하나요?"
[판매] [포커스클릭] 키워드가 등록 요청한 것과 다르게 자동으로 변경되어 등록되었습니다. 왜 그런거죠?
[판매] [포커스클릭] 키워드가 등록불가 상태가 되었습니다. 재심사를 요청할 수 있나요?
[판매] [포커스클릭] 심사 후 결과는 어떻게 확인하나요?
[판매] [포커스클릭] 심사 소요 기간은 어떻게 되나요?
[판매] [포커스클릭] 포커스클릭 키워드 심사 프로세스는 어떻게 되나요?
[판매] [전시입찰광고] 메인광고 ‘검색창 텍스트링크’ 사전 검수제는 무엇인가요?
[판매] 광고주ID에 연동된 1개 이상의 셀러ID가 있습니다. 셀러ID 각각 다른 대행사에 영업권 설정 또는 변경할 수 있나요?
[판매] 대행동의를 잘못눌러 타 대행사로 영업권을 설정됐습니다. 바로 변경할 수 있나요?
[판매] 대행동의 메일은 어디서 확인할 수 있나요?
[판매] 내 영업권 상태를 어떻게 볼 수 있나요?
[판매] 영업거부 설정은 어떻게 하나요?
[판매] 대행 해지를 하고 싶습니다. 어떻게 해야 하나요?
[판매] 영업권을 설정하면 바로 반영되나요?
[판매] 11번가 판매자광고 공식대행사는 어디인가요?
[판매] 11번가 판매자광고 공식대행사 이용 시 주의할 점이 있나요?
[판매] [포커스클릭] 광고 운영 내역 및 프로모션 내용을 문자 등으로 전달받을 수 있나요?
[판매] 신규셀러 광고패키지는 무엇인가요?
[판매] [포커스클릭] 셀러포인트와 캐시의 충전 방법이 궁금합니다.
[판매] [포커스클릭] 잔액조회는 어디서 할 수 있나요?
[판매] [포커스클릭] 애드오피스에서 마이너스 캐시 사용이 가능한가요?
[판매] [포커스클릭] 포커스클릭의 광고비 결제는 어떻게 이루어지나요? 
[판매] HOT클릭 광고 종료되었다고 알고 있습니다. 보고서는 조회 가능한가요?
[판매] 자동충전과 스마트충전의 다른 점이 무엇인가요?
[판매] 결제한 내역에 대해 세금계산서 발행 가능한가요?
[판매] 결제 후 취소 가능한가요?
[판매] 광고결제는 어떻게 되나요?
